id,state,time,score,status
115138,GA,4,0.10344829999999999,0
115138,GA,5,0.21052629999999997,0
115138,GA,6,0.14545450000000001,0
115138,GA,7,0.1698113,0
115144,GA,0,0.0947368,0
115144,GA,1,0.1827957,0
115144,GA,2,0.1382979,0
115144,GA,3,0.14,0
115144,GA,4,0.1157895,0
115144,GA,5,0.11827960000000001,0
115144,GA,6,0.0860215,0
115144,GA,7,0.061728399999999996,0
115145,GA,0,0.1408451,0
115145,GA,1,0.1111111,0
115145,GA,2,0.1369863,0
115145,GA,3,0.1944444,0
115145,GA,4,0.15384620000000002,0
115145,GA,5,0.1029412,0
115145,GA,6,0.1805556,0
115145,GA,7,0.1358025,0
115146,GA,0,0.0630631,1
115146,GA,1,0.079646,1
115146,GA,2,0.09322029999999999,1
115146,GA,3,0.0973451,1
115146,GA,4,0.1140351,1
115146,GA,5,0.07142860000000001,1
115146,GA,6,0.0882353,1
115146,GA,7,0.09259260000000001,1
115147,GA,0,0.125,0
115147,GA,1,0.1355932,0
115147,GA,2,0.1052632,0
115147,GA,3,0.1666667,0
115147,GA,4,0.0833333,0
115147,GA,5,0.0689655,0
115147,GA,6,0.08771930000000001,0
115147,GA,7,0.054545500000000004,0
115150,GA,0,0.0857143,0
115150,GA,1,0.0694444,0
115150,GA,2,0.0921053,0
115150,GA,3,0.0746269,0
115150,GA,4,0.0273973,0
115150,GA,5,0.05,0
115150,GA,6,0.0789474,0
115150,GA,7,0.08955219999999998,0
115206,GA,0,0.0958904,0
115206,GA,1,0.0972222,0
115206,GA,2,0.0945946,0
115206,GA,3,0.0714286,0
115206,GA,4,0.0461538,0
115206,GA,5,0.0416667,0
115206,GA,6,0.17857140000000002,0
115206,GA,7,0.125,0
115246,GA,0,0.1590909,0
115246,GA,1,0.12765959999999998,0
115246,GA,2,0.0816327,0
115246,GA,3,0.0434783,0
115246,GA,4,0.08163269999999999,0
115246,GA,5,0.12244899999999999,0
115246,GA,6,0.03921569999999999,0
115246,GA,7,0.0204082,0
115258,GA,0,0.030303,0
115258,GA,1,0.0428571,0
115258,GA,2,0.0138889,0
115258,GA,3,0.015872999999999998,0
115258,GA,4,0.015872999999999998,0
115258,GA,5,0.014285700000000002,0
115258,GA,6,0.0125,0
115258,GA,7,0.0340909,0
115262,GA,0,0.0540541,0
115262,GA,1,0.025640999999999997,0
115262,GA,2,0.0434783,0
115262,GA,3,0.06976740000000001,0
115262,GA,4,0.0555556,0
115262,GA,5,0.023809499999999997,0
115262,GA,6,0.025,0
115262,GA,7,0.022727300000000002,0
115264,GA,0,0.20689659999999999,0
115264,GA,1,0.2857143,0
115264,GA,2,0.3030303,0
115264,GA,3,0.34375,0
115264,GA,4,0.3225806,0
115264,GA,5,0.23529410000000003,0
115264,GA,6,0.2058824,0
115264,GA,7,0.2121212,0
115265,GA,0,0.1012658,0
115265,GA,1,0.0384615,0
115265,GA,2,0.1012658,0
115265,GA,3,0.0574713,0
115265,GA,4,0.03448280000000001,0
115265,GA,5,0.0631579,0
115265,GA,6,0.0416667,0
115265,GA,7,0.04255319999999999,0
115266,GA,0,0.11,0
115266,GA,1,0.13,0
115266,GA,2,0.1456311,0
115266,GA,3,0.09375,0
115266,GA,4,0.11,0
115266,GA,5,0.1470588,0
115266,GA,6,0.1666667,0
115266,GA,7,0.2674419,0
115270,GA,0,0.0934579,0
115270,GA,1,0.0857143,0
115270,GA,2,0.092437,0
115270,GA,3,0.09375,0
115270,GA,4,0.1085271,0
115270,GA,5,0.184,0
115270,GA,6,0.1111111,0
115270,GA,7,0.1278195,0
115271,GA,0,0.1219512,1
115271,GA,1,0.1333333,1
115271,GA,2,0.1568627,1
115271,GA,3,0.1666667,1
115271,GA,4,0.18,1
115271,GA,5,0.10909089999999999,1
115271,GA,6,0.09433960000000001,1
115271,GA,7,0.1111111,1
115272,GA,0,0.125,0
115272,GA,1,0.08888889999999999,0
115272,GA,2,0.06521740000000001,0
115272,GA,3,0.0425532,0
115272,GA,4,0.0681818,0
115272,GA,5,0.023809499999999997,0
115272,GA,6,0.045454499999999995,0
115272,GA,7,0.0681818,0
115273,GA,0,0.12727270000000002,0
115273,GA,1,0.09467460000000001,0
115273,GA,2,0.07878790000000001,0
115273,GA,3,0.09090909999999999,0
115273,GA,4,0.061224499999999994,0
115273,GA,5,0.07142860000000001,0
115273,GA,6,0.09803919999999999,0
115273,GA,7,0.0733333,0
115275,GA,0,0.03125,0
115275,GA,1,0.03,0
115275,GA,2,0.020202,0
115275,GA,3,0.040404,0
115275,GA,4,0.0666667,0
115275,GA,5,0.0747664,0
115275,GA,6,0.038835,0
115275,GA,7,0.0315789,0
115276,GA,0,0.1139241,0
115276,GA,1,0.0571429,0
115276,GA,2,0.056338,0
115276,GA,3,0.0253165,0
115276,GA,4,0.044943800000000006,0
115276,GA,5,0.0125,0
115276,GA,6,0.05,0
115276,GA,7,0.0632911,0
115277,GA,0,0.0632911,0
115277,GA,1,0.11688309999999999,0
115277,GA,2,0.0813953,0
115277,GA,3,0.059523799999999995,0
115277,GA,4,0.08536589999999998,0
115277,GA,5,0.0789474,0
115277,GA,6,0.1392405,0
115277,GA,7,0.0675676,0
115279,GA,0,0.0666667,0
115279,GA,1,0.061224499999999994,0
115279,GA,2,0.037037,0
115279,GA,3,0.05,0
115279,GA,4,0.029850699999999997,0
115279,GA,5,0.031745999999999996,0
115279,GA,6,0.1,0
115279,GA,7,0.0983607,0
115280,GA,0,0.1333333,0
115280,GA,1,0.09433960000000001,0
115280,GA,2,0.0338983,0
115280,GA,3,0.048387099999999995,0
115280,GA,4,0.07142860000000001,0
115280,GA,5,0.1818182,0
115280,GA,6,0.15873020000000002,0
115280,GA,7,0.09677419999999999,0
115283,GA,0,0.0769231,0
115283,GA,1,0.13043480000000002,0
115283,GA,2,0.0869565,0
115283,GA,3,0.1333333,0
115283,GA,4,0.0465116,0
115283,GA,5,0.0909091,0
115283,GA,6,0.07317069999999999,0
115283,GA,7,0.17777779999999999,0
115287,GA,0,0.109375,0
115287,GA,1,0.1363636,0
115287,GA,2,0.1515152,0
115287,GA,3,0.1111111,0
115287,GA,4,0.1166667,0
115287,GA,5,0.0869565,0
115287,GA,6,0.0869565,0
115287,GA,7,0.07575760000000001,0
115288,GA,0,0.1363636,0
115288,GA,1,0.17073170000000001,0
115288,GA,2,0.168,0
115288,GA,3,0.136,0
115288,GA,4,0.16260159999999999,0
115288,GA,5,0.1551724,0
115288,GA,6,0.1913043,0
115288,GA,7,0.1504425,0
115289,GA,0,0.059701500000000005,0
115289,GA,1,0.07936510000000001,0
115289,GA,2,0.09090909999999999,0
115289,GA,3,0.0461538,0
115289,GA,4,0.0441176,0
115289,GA,5,0.046875,0
115289,GA,6,0.0588235,0
115289,GA,7,0.0289855,0
115290,GA,0,0.0333333,0
115290,GA,1,0.0526316,0
115290,GA,2,0.036363599999999996,0
115290,GA,3,0.0377358,0
115290,GA,4,0.036363599999999996,0
115290,GA,5,0.0,0
115290,GA,6,0.057971,0
115290,GA,7,0.0307692,0
115291,GA,0,0.1898734,0
115291,GA,1,0.13432840000000001,0
115291,GA,2,0.1857143,0
115291,GA,3,0.173913,0
115291,GA,4,0.2098765,0
115291,GA,5,0.1518987,0
115291,GA,6,0.1014493,0
115291,GA,7,0.14473679999999997,0
115293,GA,0,0.0526316,0
115293,GA,1,0.027027000000000002,0
115293,GA,2,0.0769231,0
115293,GA,3,0.0,0
115293,GA,4,0.025640999999999997,0
115293,GA,5,0.0222222,0
115293,GA,6,0.0243902,0
115293,GA,7,0.125,0
115294,GA,2,0.1,0
115294,GA,3,0.13043480000000002,0
115294,GA,4,0.0952381,0
115294,GA,5,0.1904762,0
115294,GA,6,0.173913,0
115294,GA,7,0.0833333,0
115295,GA,2,0.36363639999999997,0
115295,GA,3,0.13043480000000002,0
115295,GA,4,0.0909091,0
115295,GA,6,0.16,0
115295,GA,7,0.10344829999999999,0
115296,GA,0,0.028571399999999997,0
115296,GA,1,0.07407409999999999,0
115296,GA,2,0.03125,0
115296,GA,3,0.03125,0
115296,GA,4,0.1176471,0
115296,GA,5,0.1,0
115296,GA,6,0.0625,0
115296,GA,7,0.1,0
115298,GA,0,0.12698410000000002,0
115298,GA,1,0.10169489999999999,0
115298,GA,2,0.1111111,0
115298,GA,3,0.1764706,0
115298,GA,4,0.1730769,0
115298,GA,5,0.17857140000000002,0
115298,GA,6,0.17857140000000002,0
115298,GA,7,0.12,0
115304,GA,0,0.125,0
115304,GA,1,0.0731707,0
115304,GA,2,0.0731707,0
115304,GA,3,0.0769231,0
115304,GA,4,0.0666667,0
115304,GA,5,0.23404260000000002,0
115304,GA,6,0.0681818,0
115304,GA,7,0.07317069999999999,0
115308,GA,0,0.11904759999999999,0
115308,GA,1,0.06521740000000001,0
115308,GA,2,0.0625,0
115308,GA,3,0.09090909999999999,0
115308,GA,4,0.0625,0
115308,GA,5,0.0701754,0
115308,GA,6,0.08196719999999999,0
115308,GA,7,0.1166667,0
115313,GA,0,0.0693069,0
115313,GA,1,0.0918367,0
115313,GA,2,0.10869569999999999,0
115313,GA,3,0.0777778,0
115313,GA,4,0.183908,0
115313,GA,5,0.15,0
115313,GA,6,0.13043480000000002,0
115313,GA,7,0.1142857,0
115314,GA,0,0.1,0
115314,GA,1,0.1643836,0
115314,GA,2,0.1142857,0
115314,GA,3,0.1267606,0
115314,GA,4,0.1129032,0
115314,GA,5,0.10958899999999999,0
115314,GA,6,0.1311475,0
115314,GA,7,0.1166667,0
115319,GA,0,0.07352940000000001,0
115319,GA,1,0.1014493,0
115319,GA,2,0.12307689999999999,0
115319,GA,3,0.09230769999999999,0
115319,GA,4,0.15384620000000002,0
115319,GA,5,0.10958899999999999,0
115319,GA,6,0.1388889,0
115319,GA,7,0.12903230000000002,0
115321,GA,0,0.0769231,0
115321,GA,1,0.1142857,0
115321,GA,2,0.09523809999999999,0
115321,GA,3,0.1162791,0
115321,GA,4,0.0909091,0
115321,GA,5,0.07692310000000001,0
115321,GA,6,0.0571429,0
115321,GA,7,0.030303,0
115322,GA,0,0.10606059999999999,0
115322,GA,1,0.12307689999999999,0
115322,GA,2,0.047618999999999995,0
115322,GA,3,0.0461538,0
115322,GA,4,0.0327869,0
115322,GA,5,0.07575760000000001,0
115322,GA,6,0.078125,0
115322,GA,7,0.1267606,0
115324,GA,0,0.0833333,0
115324,GA,1,0.0625,0
115324,GA,2,0.061224499999999994,0
115324,GA,3,0.0192308,0
115324,GA,4,0.14583329999999997,0
115324,GA,5,0.1607143,0
115324,GA,6,0.18032789999999999,0
115324,GA,7,0.1833333,0
115325,GA,0,0.0689655,0
115325,GA,1,0.037037,0
115325,GA,2,0.1481481,0
115325,GA,3,0.1071429,0
115325,GA,4,0.2121212,0
115325,GA,5,0.07142860000000001,0
115325,GA,6,0.07142860000000001,0
115325,GA,7,0.1111111,0
115326,GA,0,0.1666667,0
115326,GA,1,0.1666667,0
115326,GA,2,0.1538462,0
115326,GA,3,0.2142857,0
115326,GA,4,0.1346154,0
115326,GA,5,0.09433960000000001,0
115326,GA,6,0.10869569999999999,0
115326,GA,7,0.1363636,0
115327,GA,0,0.11864409999999999,0
115327,GA,1,0.17857140000000002,0
115327,GA,2,0.1428571,0
115327,GA,3,0.1052632,0
115327,GA,4,0.09433960000000001,0
115327,GA,5,0.1428571,0
115327,GA,6,0.1176471,0
115327,GA,7,0.08163269999999999,0
115329,GA,0,0.08,0
115329,GA,1,0.0377358,0
115329,GA,2,0.0877193,0
115329,GA,3,0.10344829999999999,0
115329,GA,4,0.061224499999999994,0
115329,GA,5,0.16,0
115329,GA,6,0.16393439999999998,0
115329,GA,7,0.12903230000000002,0
115330,GA,0,0.0632911,0
115330,GA,1,0.038961,0
115330,GA,2,0.0263158,0
115330,GA,3,0.0246914,0
115330,GA,4,0.056338,0
115330,GA,5,0.0897436,0
115330,GA,6,0.07692310000000001,0
115330,GA,7,0.0136986,0
115334,GA,0,0.16393439999999998,0
115334,GA,1,0.13207549999999998,0
115334,GA,2,0.14545450000000001,0
115334,GA,3,0.09230769999999999,0
115334,GA,4,0.10909089999999999,0
115334,GA,5,0.2166667,0
115334,GA,6,0.21052629999999997,0
115334,GA,7,0.16393439999999998,0
115336,GA,0,0.06741570000000001,0
115336,GA,1,0.0957447,0
115336,GA,2,0.12765959999999998,0
115336,GA,3,0.0860215,0
115336,GA,4,0.0891089,0
115336,GA,5,0.07216489999999999,0
115336,GA,6,0.08,0
115336,GA,7,0.0860215,0
115338,GA,0,0.0444444,0
115338,GA,1,0.019607799999999998,0
115338,GA,2,0.0192308,0
115338,GA,3,0.0166667,0
115338,GA,4,0.061224499999999994,0
115338,GA,5,0.04081630000000001,0
115338,GA,6,0.021276599999999996,0
115338,GA,7,0.0222222,0
115339,GA,0,0.0377358,0
115339,GA,1,0.061224499999999994,0
115339,GA,2,0.13432840000000001,0
115339,GA,3,0.15873020000000002,0
115339,GA,4,0.1111111,0
115339,GA,5,0.18965520000000002,0
115339,GA,6,0.12307689999999999,0
115339,GA,7,0.1129032,0
115340,GA,0,0.0434783,0
115340,GA,1,0.0212766,0
115340,GA,2,0.0833333,0
115340,GA,3,0.0444444,0
115340,GA,4,0.0697674,0
115340,GA,5,0.1395349,0
115340,GA,6,0.09302329999999999,0
115340,GA,7,0.1315789,0
115341,GA,0,0.0140845,0
115341,GA,1,0.0428571,0
115341,GA,2,0.056338,0
115341,GA,3,0.0410959,0
115341,GA,4,0.0615385,0
115341,GA,5,0.031745999999999996,0
115341,GA,6,0.046875,0
115341,GA,7,0.0983607,0
115343,GA,0,0.08955220000000001,0
115343,GA,1,0.0769231,0
115343,GA,2,0.06849319999999999,0
115343,GA,3,0.0757576,0
115343,GA,4,0.07936510000000001,0
115343,GA,5,0.12,0
115343,GA,6,0.1153846,0
115343,GA,7,0.0909091,0
115345,GA,0,0.1296296,0
115345,GA,1,0.1122449,0
115345,GA,2,0.0288462,0
115345,GA,3,0.0515464,0
115345,GA,4,0.0697674,0
115345,GA,5,0.08510639999999998,0
115345,GA,6,0.1157895,0
115345,GA,7,0.0689655,0
115346,GA,0,0.0631579,0
115346,GA,1,0.06741570000000001,0
115346,GA,2,0.0520833,0
115346,GA,3,0.0769231,0
115346,GA,4,0.1264368,0
115346,GA,5,0.07792210000000001,0
115346,GA,6,0.11688310000000002,0
115346,GA,7,0.1351351,0
115347,GA,0,0.1571429,0
115347,GA,1,0.1549296,0
115347,GA,2,0.1126761,0
115347,GA,3,0.1044776,0
115347,GA,4,0.1594203,0
115347,GA,5,0.12698410000000002,0
115347,GA,6,0.1,0
115347,GA,7,0.1166667,0
115348,GA,0,0.0555556,0
115348,GA,1,0.054545500000000004,0
115348,GA,2,0.0833333,0
115348,GA,3,0.122807,0
115348,GA,4,0.019607799999999998,0
115348,GA,5,0.0555556,0
115348,GA,6,0.0434783,0
115348,GA,7,0.08163269999999999,0
115350,GA,0,0.05,0
115350,GA,1,0.0769231,0
115350,GA,2,0.0731707,0
115350,GA,3,0.0731707,0
115350,GA,4,0.025,0
115350,GA,5,0.1052632,0
115350,GA,6,0.1052632,0
115350,GA,7,0.097561,0
115351,GA,0,0.11827959999999998,0
115351,GA,1,0.0990099,0
115351,GA,2,0.0833333,0
115351,GA,3,0.11702130000000001,0
115351,GA,4,0.0752688,0
115351,GA,5,0.0990099,0
115351,GA,6,0.0744681,0
115351,GA,7,0.0989011,0
115353,GA,0,0.0526316,0
115353,GA,1,0.022727300000000002,0
115353,GA,2,0.02,0
115353,GA,3,0.0384615,0
115353,GA,4,0.0555556,0
115353,GA,5,0.06382979999999999,0
115353,GA,6,0.0465116,0
115353,GA,7,0.0465116,0
115354,GA,0,0.0333333,0
115354,GA,1,0.0172414,0
115354,GA,2,0.04,0
115354,GA,3,0.053571400000000005,0
115354,GA,4,0.12307689999999999,0
115354,GA,5,0.059701500000000005,0
115354,GA,6,0.09230769999999999,0
115354,GA,7,0.047618999999999995,0
115356,GA,0,0.0365854,0
115356,GA,1,0.0357143,0
115356,GA,2,0.0609756,0
115356,GA,3,0.051948100000000004,0
115356,GA,4,0.047618999999999995,0
115356,GA,5,0.0588235,0
115356,GA,6,0.0337079,0
115356,GA,7,0.0786517,0
115357,GA,0,0.16,0
115357,GA,1,0.09090909999999999,0
115357,GA,2,0.1666667,0
115357,GA,3,0.0714286,0
115357,GA,4,0.04,0
115357,GA,5,0.12,0
115357,GA,6,0.0869565,0
115357,GA,7,0.1,0
115358,GA,0,0.0571429,0
115358,GA,1,0.0,0
115358,GA,2,0.037037,0
115358,GA,3,0.0322581,0
115358,GA,4,0.09677419999999999,0
115358,GA,5,0.0666667,0
115358,GA,6,0.0,0
115358,GA,7,0.0333333,0
115360,GA,0,0.0860215,0
115360,GA,1,0.0970874,0
115360,GA,2,0.09278349999999999,0
115360,GA,3,0.12121209999999999,0
115360,GA,4,0.07,0
115360,GA,5,0.047169800000000005,0
115360,GA,6,0.0366972,0
115360,GA,7,0.08,0
115361,GA,0,0.0806452,0
115361,GA,1,0.10169489999999999,0
115361,GA,2,0.09230769999999999,0
115361,GA,3,0.0806452,0
115361,GA,4,0.1111111,0
115361,GA,5,0.15873020000000002,0
115361,GA,6,0.15,0
115361,GA,7,0.0655738,0
115362,GA,0,0.18965520000000002,0
115362,GA,1,0.1090909,0
115362,GA,2,0.0677966,0
115362,GA,3,0.140625,0
115362,GA,4,0.0555556,0
115362,GA,5,0.11864410000000002,0
115362,GA,6,0.1206897,0
115362,GA,7,0.06779660000000001,0
115363,GA,0,0.1463415,0
115363,GA,1,0.13953490000000002,0
115363,GA,2,0.1333333,0
115363,GA,3,0.1333333,0
115363,GA,4,0.0697674,0
115363,GA,5,0.0909091,0
115363,GA,6,0.1463415,0
115363,GA,7,0.2142857,0
115364,GA,0,0.0689655,0
115364,GA,1,0.0333333,0
115364,GA,2,0.0338983,0
115364,GA,3,0.07407409999999999,0
115364,GA,4,0.0862069,0
115364,GA,5,0.09259260000000001,0
115364,GA,6,0.04255319999999999,0
115364,GA,7,0.061224499999999994,0
115365,GA,0,0.09333330000000001,0
115365,GA,1,0.0641026,0
115365,GA,2,0.0405405,0
115365,GA,3,0.09333330000000001,0
115365,GA,4,0.1,0
115365,GA,5,0.0746269,0
115365,GA,6,0.07142860000000001,0
115365,GA,7,0.049180299999999996,0
115368,GA,0,0.13043480000000002,0
115368,GA,1,0.03125,0
115368,GA,2,0.0882353,0
115368,GA,3,0.07352940000000001,0
115368,GA,4,0.0985915,0
115368,GA,5,0.09375,0
115368,GA,6,0.07575760000000001,0
115368,GA,7,0.1142857,0
115369,GA,0,0.047618999999999995,0
115369,GA,1,0.0526316,0
115369,GA,2,0.05,0
115369,GA,3,0.075,0
115369,GA,4,0.045454499999999995,0
115369,GA,5,0.0909091,0
115369,GA,6,0.025640999999999997,0
115369,GA,7,0.075,0
115373,GA,0,0.0925926,0
115373,GA,1,0.1052632,0
115373,GA,2,0.1355932,0
115373,GA,3,0.0877193,0
115373,GA,4,0.15094339999999998,0
115373,GA,5,0.16363640000000002,0
115373,GA,6,0.1206897,0
115373,GA,7,0.0625,0
115374,GA,0,0.07407409999999999,0
115374,GA,1,0.0877193,0
115374,GA,2,0.1111111,0
115374,GA,3,0.1132075,0
115374,GA,4,0.061224499999999994,0
115374,GA,5,0.13043480000000002,0
115374,GA,6,0.1627907,0
115374,GA,7,0.047618999999999995,0
115375,GA,0,0.06741570000000001,0
115375,GA,1,0.09278349999999999,0
115375,GA,2,0.1075269,0
115375,GA,3,0.053191499999999996,0
115375,GA,4,0.0337079,0
115375,GA,5,0.032608700000000004,0
115375,GA,6,0.0520833,0
115375,GA,7,0.1041667,0
115376,GA,0,0.1333333,1
115376,GA,1,0.2222222,1
115376,GA,2,0.2272727,1
115376,GA,3,0.1702128,1
115376,GA,4,0.1041667,1
115376,GA,5,0.1428571,1
115376,GA,6,0.1111111,1
115376,GA,7,0.04,1
115377,GA,0,0.1428571,0
115377,GA,1,0.1126761,0
115377,GA,2,0.1515152,0
115377,GA,3,0.13043480000000002,0
115377,GA,4,0.2054795,0
115377,GA,5,0.1285714,0
115377,GA,6,0.1607143,0
115377,GA,7,0.16363640000000002,0
115379,GA,0,0.0677966,0
115379,GA,1,0.09803919999999999,0
115379,GA,2,0.11764709999999999,0
115379,GA,3,0.1914894,0
115379,GA,4,0.1333333,0
115379,GA,5,0.1219512,0
115379,GA,6,0.0465116,0
115379,GA,7,0.075,0
115381,GA,0,0.1351351,0
115381,GA,1,0.2571429,0
115381,GA,2,0.1515152,0
115381,GA,3,0.15625,0
115381,GA,4,0.24242420000000003,0
115381,GA,5,0.17857140000000002,0
115381,GA,6,0.17857140000000002,0
115381,GA,7,0.125,0
115382,GA,0,0.0769231,0
115382,GA,1,0.12820510000000002,0
115382,GA,2,0.0277778,0
115382,GA,3,0.0810811,0
115382,GA,4,0.12820510000000002,0
115382,GA,5,0.075,0
115382,GA,6,0.0882353,0
115382,GA,7,0.09375,0
115384,GA,1,0.0,0
115384,GA,2,0.0,0
115384,GA,3,0.0,0
115384,GA,4,0.0,0
115384,GA,5,0.0,0
115384,GA,6,0.0909091,0
115384,GA,7,0.0434783,0
115385,GA,0,0.12244899999999999,0
115385,GA,1,0.10204079999999999,0
115385,GA,2,0.0357143,0
115385,GA,3,0.0,0
115385,GA,4,0.10909089999999999,0
115385,GA,5,0.1153846,0
115385,GA,6,0.020833300000000003,0
115385,GA,7,0.0434783,0
115387,GA,0,0.1147541,0
115387,GA,1,0.0526316,0
115387,GA,2,0.0566038,0
115387,GA,3,0.1698113,0
115387,GA,4,0.12244899999999999,0
115387,GA,5,0.14583329999999997,0
115387,GA,6,0.1206897,0
115387,GA,7,0.03921569999999999,0
115391,GA,0,0.09090909999999999,0
115391,GA,1,0.1578947,0
115391,GA,2,0.15,0
115391,GA,3,0.175,0
115391,GA,4,0.15909089999999998,0
115391,GA,5,0.18,0
115391,GA,6,0.1333333,0
115391,GA,7,0.2439024,0
115393,GA,0,0.0649351,0
115393,GA,1,0.0609756,0
